Pedigree,Person1,Person2,Kinship,Delta7,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
31,16785,12608,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,1365,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,13725,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,14705,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,16785,152,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,15802,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,15884,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,16785,16785,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,16785,18037,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,21403,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,24385,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,26007,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,16785,63,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,17673,10372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,10439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,10472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,12608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,13725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,15802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,15884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,16139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,16785,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,17673,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,17673,18037,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,17673,19358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,19770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,21403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,23058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,24094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,24385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,24905,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,17673,24938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,26007,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,17673,26817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,27016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,27017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,17673,4512,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,17673,63,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,17673,9277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,10472,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,12608,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,1365,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,13725,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,14705,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,18037,152,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,18037,15802,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,18037,15884,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,18037,18037,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,18037,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,21403,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,24385,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,18037,63,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,10439,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,19358,10472,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,12608,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,1365,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,13725,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,14705,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,152,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,15802,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,15884,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,16785,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,18037,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,19358,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,19358,19392,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,19770,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,21403,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,24385,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,24905,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,26007,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19358,4512,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19358,63,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19392,19392,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,19770,10472,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,12608,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,1365,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,13725,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,14705,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,19770,152,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,15802,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,15884,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,19770,16785,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,18037,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,19770,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,19770,21403,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,24385,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,19770,24905,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,26007,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,4512,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,19770,63,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,21403,1365,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,21403,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,21403,21403,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,23058,10372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,10439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,10472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,12608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,1365,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,23058,13725,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,23058,14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,15802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,15884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,16139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,16785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,18037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,19358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,19770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,21403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,23058,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,23058,24094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,24385,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,23058,24905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,24938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,26007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,26817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,27016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,27017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,23058,9277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,10372,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,10439,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,10472,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,12608,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,1365,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,13725,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,14705,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,152,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,15802,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,15884,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,16139,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,16785,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,18037,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,19358,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,19770,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,21403,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,24094,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,24094,24385,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,24905,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,24938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,26007,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,26817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,27016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,27017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,4257,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24094,4512,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,63,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24094,9277,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24385,1365,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24385,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24385,21403,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24385,24385,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,24905,10472,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,12608,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,1365,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,13725,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,14705,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24905,152,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,15802,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,15884,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24905,16785,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24905,18037,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,21403,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,24385,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24905,24905,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,24905,26007,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24905,63,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,24938,10372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,10439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,10472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,12608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,13725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,152,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,24938,15802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,15884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,16139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,16785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,18037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,19358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,19770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,21403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,24385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,24905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,24938,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,24938,26007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,26817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,27016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,27017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,24938,9277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,10472,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,12608,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,1365,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,13725,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,14705,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26007,152,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26007,15802,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26007,15884,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26007,18037,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26007,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,21403,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,24385,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26007,26007,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,26007,63,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26817,10372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,10439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,10472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,12608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,13725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,15802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,15884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,16139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,16785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,18037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,19358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,19392,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,26817,19770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,21403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,24385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,24905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,26007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,26817,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,26817,27016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,27017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,4257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,26817,9277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,10372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,10439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,10472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,12608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,13725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,15802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,15884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,16139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,16785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,18037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,19358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,19770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,21403,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,27016,24385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,27016,24905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
