Pedigree1,Pedigree2,Person1,Person2,theoretical_kinship,empiric_kinship,fishers_zscore
14,11,12511,10579,0.0,0.012581981022399382,0.9679471327382205
22,3,6208,26294,0.0,-0.012578661537296641,-0.15607359838137605
17,4,18645,54,0.0,-0.012578661537296641,-0.15607359838137605
31,11,16785,182,0.0,-0.012578661537296641,-0.15607359838137605
17,11,24818,20318,0.0,-0.012578661537296641,-0.15607359838137605
24,23,1018,18694,0.0,-0.012578661537296641,-0.15607359838137605
25,25,1269,24192,0.25,0.26175044167334877,0.9675548978095786
19,3,16617,2831,0.0,0.01257142706159414,0.9674755978220609
22,11,24468,11280,0.0,0.01257142706159414,0.9674755978220609
31,14,15884,4078,0.0,0.01257142706159414,0.9674755978220609
31,22,5777,22190,0.0,-0.012568107576491397,-0.1556020635045887
31,3,14586,26294,0.0,0.012560873100788898,0.9670040630310459
10014,19,186,16617,0.0,0.012560873100788898,0.9670040630310459
31,1,10372,8228,0.0,-0.012557553615686157,-0.15513052875291325
27,17,17951,19235,0.0,-0.012557553615686157,-0.15513052875291325
3,3,2831,8366,0.25,0.2617293337517383,0.9665426288585827
27,1,11621,17008,0.0,0.012550319139983654,0.9665325283650703
28,22,15617,10130,0.0,0.012550319139983654,0.9665325283650703
25,1,5229,3226,0.0,-0.012546999654880913,-0.154658994126244
23,4,7079,17240,0.0,-0.012546999654880913,-0.154658994126244
31,8,21403,12043,0.0,-0.012546999654880913,-0.154658994126244
11,10,15898,16886,0.0,-0.012546999654880913,-0.154658994126244
31,31,21403,152,0.03125,0.018713832250244762,-0.15450278160560538
24,8,15061,109,0.0,-0.012536445694075674,-0.15418745962447647
28,23,443,26274,0.0,-0.012536445694075674,-0.15418745962447647
11,3,15898,2039,0.0,0.01252921121837317,0.9655894594078177
22,11,2381,18979,0.0,0.01252921121837317,0.9655894594078177
31,22,24905,6894,0.0,0.01252921121837317,0.9655894594078177
22,2,2381,6952,0.0,-0.01252589173327043,-0.15371592524750488
22,17,10130,19113,0.0,-0.01252589173327043,-0.15371592524750488
31,17,13772,1649,0.0,-0.01252589173327043,-0.15371592524750488
29,24,14640,19621,0.0,-0.01252589173327043,-0.15371592524750488
31,31,21403,26817,0.0,-0.01252589173327043,-0.15371592524750488
27,8,23649,7395,0.0,0.012518657257567931,0.9651179251163303
27,19,10069,22375,0.0,0.012518657257567931,0.9651179251163303
17,1,11879,3226,0.0,-0.012515337772465189,-0.1532443909952247
11,8,6244,19099,0.0,-0.012515337772465189,-0.1532443909952247
24,11,394,15898,0.0,-0.012515337772465189,-0.1532443909952247
31,31,27017,24938,0.0,-0.012515337772465189,-0.1532443909952247
5,1,70,9218,0.0,-0.012504783811659948,-0.15277285686753042
25,22,3094,384,0.0,-0.012504783811659948,-0.15277285686753042
31,31,1365,13772,0.0,-0.012504783811659948,-0.15277285686753042
11,3,12003,21688,0.0,0.012497549335957448,0.9641748569071077
19,3,14432,21688,0.0,0.012497549335957448,0.9641748569071077
14,4,4078,5072,0.0,0.012497549335957448,0.9641748569071077
31,22,13725,24468,0.0,0.012497549335957448,0.9641748569071077
31,22,23058,6208,0.0,0.012497549335957448,0.9641748569071077
23,3,18694,2831,0.0,-0.012494229850854707,-0.15230132286431708
5,4,24010,5072,0.0,-0.012494229850854707,-0.15230132286431708
19,19,1706,18679,0.0,-0.012494229850854707,-0.15230132286431708
27,19,17917,26591,0.0,-0.012494229850854707,-0.15230132286431708
31,22,19392,2381,0.0,-0.012494229850854707,-0.15230132286431708
28,25,443,15940,0.0,-0.012494229850854707,-0.15230132286431708
31,5,9381,70,0.0,0.012486995375152207,0.9637033229891621
28,8,9782,13234,0.0,0.012486995375152207,0.9637033229891621
19,17,16617,908,0.0,0.012486995375152207,0.9637033229891621
31,19,152,13367,0.0,-0.012483675890049463,-0.15182978898547927
10045,23,789,25256,0.0,-0.012483675890049463,-0.15182978898547927
31,25,15884,15940,0.0,-0.012483675890049463,-0.15182978898547927
10006,2,66,29,0.0,0.012476441414346966,0.9632317891955202
19,3,26591,39,0.0,0.012476441414346966,0.9632317891955202
19,17,18679,20334,0.0,0.012476441414346966,0.9632317891955202
31,19,4512,13367,0.0,0.012476441414346966,0.9632317891955202
25,22,3094,2381,0.0,0.012476441414346966,0.9632317891955202
31,17,4257,11879,0.0,-0.012473121929244223,-0.1513582552309124
31,19,9277,3593,0.0,-0.012473121929244223,-0.1513582552309124
31,25,13725,5299,0.0,-0.012473121929244223,-0.1513582552309124
31,2,5777,3916,0.0,-0.01246256796843898,-0.1508867216005108
17,3,309,2039,0.0,-0.01246256796843898,-0.1508867216005108
31,3,13772,2039,0.0,-0.01246256796843898,-0.1508867216005108
23,8,5586,109,0.0,-0.01246256796843898,-0.1508867216005108
25,17,3094,6932,0.0,-0.01246256796843898,-0.1508867216005108
31,17,19358,11361,0.0,-0.01246256796843898,-0.1508867216005108
31,10,4512,141,0.0,0.01245533349273648,0.9622887219807268
10006,19,66,2500,0.0,0.01245533349273648,0.9622887219807268
31,23,23058,3121,0.0,0.01245533349273648,0.9622887219807268
3,2,16693,14695,0.0,-0.012452014007633736,-0.15041518809416954
19,17,16617,26856,0.0,-0.012452014007633736,-0.15041518809416954
31,25,26817,23404,0.0,0.01244477953193124,0.9618171885593652
31,28,15884,9782,0.0,0.01244477953193124,0.9618171885593652
17,10,19235,480,0.0,-0.012441460046828497,-0.14994365471178378
31,11,10472,12003,0.0,-0.012441460046828497,-0.14994365471178378
29,22,18775,2381,0.0,-0.012441460046828497,-0.14994365471178378
17,10,16612,141,0.0,0.012434225571125999,0.9613456552618869
28,11,21962,21515,0.0,0.012434225571125999,0.9613456552618869
19,17,10272,19275,0.0,-0.012430906086023258,-0.14947212145324817
27,19,437,352,0.0,-0.012430906086023258,-0.14947212145324817
28,24,15617,19621,0.0,-0.012430906086023258,-0.14947212145324817
14,2,4078,29,0.0,0.012423671610320756,0.9608741220881865
31,29,13772,14640,0.0,0.012423671610320756,0.9608741220881865
31,24,26817,15061,0.0,-0.012420352125218014,-0.14900058831845725
24,11,1018,25910,0.0,0.012413117649515514,0.960402589038159
10029,11,434,20318,0.0,-0.012409798164412775,-0.1485290553073065
22,11,10130,25910,0.0,-0.012409798164412775,-0.1485290553073065
31,19,12608,3593,0.0,-0.012409798164412775,-0.1485290553073065
11,2,20318,17893,0.0,0.012402563688710275,0.9599310561116997
19,2,14432,14695,0.0,0.012402563688710275,0.9599310561116997
31,11,19358,20318,0.0,0.012402563688710275,0.9599310561116997
22,4,22190,54,0.0,-0.012399244203607529,-0.14805752241969006
17,5,19275,21999,0.0,-0.012399244203607529,-0.14805752241969006
28,8,443,13234,0.0,-0.012399244203607529,-0.14805752241969006
19,17,14432,19113,0.0,-0.012399244203607529,-0.14805752241969006
31,17,4512,6932,0.0,-0.012399244203607529,-0.14805752241969006
29,28,444,15617,0.0,-0.012399244203607529,-0.14805752241969006
28,11,21962,12003,0.0,0.01239200972790503,0.9594595233087025
19,17,26591,10418,0.0,-0.01238869024280229,-0.14758598965550365
27,19,14123,9513,0.0,-0.01238869024280229,-0.14758598965550365
28,10,9782,6825,0.0,0.01238145576709979,0.9589879906290633
31,31,4257,27016,0.0,0.01238145576709979,0.9589879906290633
19,3,720,2831,0.0,-0.012378136281997049,-0.14711445701464168
25,19,3012,2145,0.0,-0.012378136281997049,-0.14711445701464168
31,31,21403,13725,0.0625,0.0748186878909092,0.9587693803807706
14,3,25732,25532,0.0,0.012370901806294549,0.9585164580726763
25,11,3016,18979,0.0,0.012370901806294549,0.9585164580726763
31,29,10439,14640,0.0,0.012370901806294549,0.9585164580726763
31,3,5777,16693,0.0,-0.012367582321191806,-0.14664292449699892
31,17,18037,7098,0.0,-0.012367582321191806,-0.14664292449699892
29,19,18775,26591,0.0,-0.012367582321191806,-0.14664292449699892
25,19,5299,1706,0.0,-0.012367582321191806,-0.14664292449699892
3,1,26294,9218,0.0,0.012360347845489306,0.9580449256394367
25,2,3016,29,0.0,0.012360347845489306,0.9580449256394367
28,3,9782,25532,0.0,0.012360347845489306,0.9580449256394367
29,3,18775,2831,0.0,0.012360347845489306,0.9580449256394367
31,17,15884,22301,0.0,0.012360347845489306,0.9580449256394367
10045,29,789,14219,0.0,0.012360347845489306,0.9580449256394367
31,31,16785,27016,0.0,0.012360347845489306,0.9580449256394367
10027,31,374,12608,0.0,0.012360347845489306,0.9580449256394367
14,3,26732,21688,0.0,-0.012357028360386565,-0.1461713921024705
23,10,3760,141,0.0,-0.012357028360386565,-0.1461713921024705
23,19,19279,26591,0.0,-0.012357028360386565,-0.1461713921024705
29,19,548,13367,0.0,-0.012357028360386565,-0.1461713921024705
28,19,21962,3593,0.0,-0.012357028360386565,-0.1461713921024705
31,27,19770,14123,0.0,-0.012357028360386565,-0.1461713921024705
29,29,14219,14219,0.5,0.5092091606738491,0.9577940213672801
11,3,21515,21688,0.0,0.012349793884684065,0.9575733933292393
27,4,17917,17240,0.0,0.012349793884684065,0.9575733933292393
24,14,19621,264,0.0,0.012349793884684065,0.9575733933292393
31,25,9381,3094,0.0,0.012349793884684065,0.9575733933292393
29,11,444,4117,0.0,-0.012346474399581323,-0.14569985983095118
24,11,19621,25910,0.0,-0.012346474399581323,-0.14569985983095118
17,11,12785,21515,0.0,-0.012346474399581323,-0.14569985983095118
17,11,12785,7670,0.0,-0.012346474399581323,-0.14569985983095118
27,17,14123,6932,0.0,-0.012346474399581323,-0.14569985983095118
17,17,6932,22601,0.25,0.23839452641134906,-0.14545433752267506
27,4,17951,5072,0.0,0.012339239923878823,0.9571018611419788
31,14,14705,12511,0.0,0.012339239923878823,0.9571018611419788
27,24,10069,13575,0.0,0.012339239923878823,0.9571018611419788
31,10,16139,141,0.0,-0.012335920438776082,-0.1452283276823359
31,11,15802,19440,0.0,-0.012335920438776082,-0.1452283276823359
31,17,63,6637,0.0,-0.012335920438776082,-0.1452283276823359
25,19,15940,14432,0.0,-0.012335920438776082,-0.1452283276823359
31,25,16785,5299,0.0,-0.012335920438776082,-0.1452283276823359
10014,31,186,16785,0.0,-0.012335920438776082,-0.1452283276823359
31,31,4512,17673,0.25,0.23840508037215424,-0.1449544673355529
29,11,444,20318,0.0,0.012328685963073582,0.9566303290775504
31,11,27017,21515,0.0,-0.01232536647797084,-0.14475679565651947
23,17,25271,16612,0.0,-0.01232536647797084,-0.14475679565651947
31,28,13772,443,0.0,-0.01232536647797084,-0.14475679565651947
31,17,13725,7098,0.0,0.012318132002268342,0.9561587971358491
23,2,25997,3416,0.0,-0.0123148125171656,-0.14428526375339687
17,3,6637,21688,0.0,-0.0123148125171656,-0.14428526375339687
31,3,152,21688,0.0,-0.0123148125171656,-0.14428526375339687
19,3,3593,25532,0.0,-0.0123148125171656,-0.14428526375339687
31,19,19770,1706,0.0,-0.0123148125171656,-0.14428526375339687
29,22,5986,14412,0.0,-0.0123148125171656,-0.14428526375339687
31,25,152,22711,0.0,-0.0123148125171656,-0.14428526375339687
31,3,13772,4521,0.0,0.012307578041463098,0.9556872653167688
31,3,4512,25532,0.0,0.012307578041463098,0.9556872653167688
25,11,398,20318,0.0,0.012307578041463098,0.9556872653167688
17,17,12785,7098,0.25,0.23842618829376477,-0.1439547189599812
31,5,16139,70,0.0,-0.012304258556360356,-0.14381373197286265
23,17,392,6637,0.0,-0.012304258556360356,-0.14381373197286265
23,17,18694,6637,0.0,-0.012304258556360356,-0.14381373197286265
3,3,17445,39,0.0,0.012297024080657856,0.9552157336202055
17,8,24818,13234,0.0,0.012297024080657856,0.9552157336202055
31,8,13772,12043,0.0,0.012297024080657856,0.9552157336202055
17,11,19275,4117,0.0,0.012297024080657856,0.9552157336202055
10014,11,186,18979,0.0,0.012297024080657856,0.9552157336202055
11,1,19440,9218,0.0,-0.012293704595555115,-0.14334220031481218
8,2,12043,14695,0.0,-0.012293704595555115,-0.14334220031481218
10029,2,434,3916,0.0,-0.012293704595555115,-0.14334220031481218
10040,31,234,9277,0.0,-0.012293704595555115,-0.14334220031481218
22,22,18921,14412,0.125,0.1128868245154157,-0.14302250927106183
24,3,22156,26294,0.0,0.012286470119852615,0.9547442020460536
25,3,11822,2039,0.0,0.012286470119852615,0.9547442020460536
19,11,19856,11280,0.0,0.012286470119852615,0.9547442020460536
25,17,23404,24818,0.0,0.012286470119852615,0.9547442020460536
25,17,398,24818,0.0,-0.012283150634749874,-0.14287066877913993
25,17,24192,10418,0.0,-0.012283150634749874,-0.14287066877913993
31,22,63,18921,0.0,-0.012283150634749874,-0.14287066877913993
31,25,5777,23404,0.0,-0.012283150634749874,-0.14287066877913993
25,17,22711,19275,0.0,0.012275916159047374,0.9542726705942081
2,1,17893,3226,0.0,-0.012272596673944633,-0.14239913736574106
8,2,19099,6952,0.0,-0.012272596673944633,-0.14239913736574106
10,10,6825,6825,0.5,0.4907397292646763,-0.14233989921406368
27,2,14123,6952,0.0,0.012265362198242133,0.9538011392645637
31,17,24905,16612,0.0,0.012265362198242133,0.9538011392645637
31,11,15884,13854,0.0,-0.012262042713139389,-0.14192760607451008
31,22,21403,18921,0.0,-0.012262042713139389,-0.14192760607451008
31,22,19358,10130,0.0,-0.012262042713139389,-0.14192760607451008
10029,31,434,24385,0.0,-0.012262042713139389,-0.14192760607451008
31,1,15802,8228,0.0,0.01225480823743689,0.9533296080570154
28,27,443,10069,0.0,0.01225480823743689,0.9533296080570154
31,31,24094,17673,0.0,0.01225480823743689,0.9533296080570154
10033,31,333,4257,0.0,0.01225480823743689,0.9533296080570154
10029,3,434,8366,0.0,-0.01225148875233415,-0.14145607490534237
11,8,7670,12043,0.0,-0.01225148875233415,-0.14145607490534237
28,23,15617,25256,0.0,-0.01225148875233415,-0.14145607490534237
31,28,16139,21962,0.0,-0.01225148875233415,-0.14145607490534237
19,19,13367,22375,0.0625,0.05029128297952769,-0.14126502100849792
11,3,10579,2039,0.0,0.01224425427663165,0.952858076971458
24,17,22156,1649,0.0,0.01224425427663165,0.952858076971458
25,8,5299,7395,0.0,-0.012240934791528907,-0.14098454385813247
29,19,2154,9513,0.0,-0.012240934791528907,-0.14098454385813247
29,22,18775,6208,0.0,-0.012240934791528907,-0.14098454385813247
31,3,27016,2831,0.0,0.012233700315826407,0.9523865460077864
31,19,27016,3593,0.0,0.012233700315826407,0.9523865460077864
4,1,5072,16,0.0,-0.012230380830723666,-0.1405130129327754
25,8,11822,13234,0.0,-0.012230380830723666,-0.1405130129327754
31,17,14586,1649,0.0,-0.012230380830723666,-0.1405130129327754
24,19,394,22375,0.0,-0.012230380830723666,-0.1405130129327754
24,22,394,24468,0.0,-0.012230380830723666,-0.1405130129327754
17,2,24818,6790,0.0,0.012223146355021166,0.9519150151658955
17,4,19176,5072,0.0,0.012223146355021166,0.9519150151658955
31,14,1365,25732,0.0,0.012223146355021166,0.9519150151658955
10006,19,66,26591,0.0,0.012223146355021166,0.9519150151658955
27,22,437,18921,0.0,0.012223146355021166,0.9519150151658955
19,5,16617,21999,0.0,-0.012219826869918425,-0.14004148212916587
11,8,20318,109,0.0,-0.012219826869918425,-0.14004148212916587
24,17,10817,908,0.0,-0.012219826869918425,-0.14004148212916587
17,17,6932,16612,0.0625,0.05032294486194341,-0.13984705140730994
31,3,26007,39,0.0,0.012212592394215925,0.9514434844456803
31,11,4257,14143,0.0,0.012212592394215925,0.9514434844456803
19,11,8344,18979,0.0,0.012212592394215925,0.9514434844456803
31,1,1365,17008,0.0,-0.012209272909113184,-0.13956995144719886
29,2,2154,2294,0.0,-0.012209272909113184,-0.13956995144719886
27,10,17917,16886,0.0,-0.012209272909113184,-0.13956995144719886
22,19,6208,13367,0.0,-0.012209272909113184,-0.13956995144719886
22,14,18921,264,0.0,0.012202038433410682,0.9509719538470354
4,4,17240,17240,0.5,0.5090930671049914,0.9507930660490014
25,2,22711,29,0.0,0.012191484472605442,0.950500423369856
8,1,7395,8228,0.0,-0.0121881649875027,-0.1386268904477719
17,11,18645,15898,0.0,-0.0121881649875027,-0.1386268904477719
31,22,27016,18921,0.0,-0.0121881649875027,-0.1386268904477719
31,31,24938,24094,0.0,-0.0121881649875027,-0.1386268904477719
31,31,15884,4257,0.25,0.2613916070059705,0.9503479577610534
24,11,394,4117,0.0,0.012180930511800197,0.9500288930140366
31,31,24905,4257,0.125,0.11299236412346815,-0.1382469925514803
25,3,3012,8366,0.0,-0.012177611026697456,-0.13815536013010163
23,8,22743,109,0.0,-0.012177611026697456,-0.13815536013010163
22,8,14412,13234,0.0,-0.012177611026697456,-0.13815536013010163
31,17,13772,6932,0.0,-0.012177611026697456,-0.13815536013010163
27,22,17917,2381,0.0,-0.012177611026697456,-0.13815536013010163
29,22,444,22190,0.0,-0.012177611026697456,-0.13815536013010163
31,29,15884,5986,0.0,-0.012177611026697456,-0.13815536013010163
27,19,23649,26591,0.0,0.012170376550994958,0.9495573627794723
25,24,398,13575,0.0,0.012170376550994958,0.9495573627794723
27,25,17951,23404,0.0,0.012170376550994958,0.9495573627794723
31,25,10439,3094,0.0,0.012170376550994958,0.9495573627794723
22,14,23690,264,0.0,0.012159822590189712,0.9490858326660578
31,22,10439,23690,0.0,0.012159822590189712,0.9490858326660578
14,8,26732,5226,0.0,-0.012156503105086975,-0.1372122998583223
23,14,25566,12511,0.0,-0.012156503105086975,-0.1372122998583223
19,17,2145,19275,0.0,-0.012156503105086975,-0.1372122998583223
31,22,12608,23690,0.0,-0.012156503105086975,-0.1372122998583223
25,22,3016,6208,0.0,-0.012156503105086975,-0.1372122998583223
24,23,10817,25997,0.0,-0.012156503105086975,-0.1372122998583223
31,23,4512,5586,0.0,-0.012156503105086975,-0.1372122998583223
31,23,13725,18496,0.0,-0.012156503105086975,-0.1372122998583223
17,4,309,17240,0.0,-0.012145949144281734,-0.13674076990400288
31,5,24905,70,0.0,-0.012145949144281734,-0.13674076990400288
17,11,6932,15898,0.0,-0.012145949144281734,-0.13674076990400288
31,17,19358,11879,0.0,-0.012145949144281734,-0.13674076990400288
31,23,1365,17654,0.0,-0.012145949144281734,-0.13674076990400288
31,29,24938,444,0.0,-0.012145949144281734,-0.13674076990400288
14,11,25732,6244,0.0,0.01213871466857923,0.9481427728022589
31,22,27017,24468,0.0,0.01213871466857923,0.9481427728022589
17,17,20334,309,0.125,0.11303457996668911,-0.1363367535658187
31,17,12608,6932,0.0,-0.012135395183476491,-0.13626924007059
31,22,14705,24468,0.0,-0.012135395183476491,-0.13626924007059
10027,23,374,283,0.0,-0.012135395183476491,-0.13626924007059
23,11,5586,21515,0.0,0.012128160707773991,0.9476712430516641
31,11,152,14143,0.0,0.012128160707773991,0.9476712430516641
29,25,14219,1269,0.0,0.012128160707773991,0.9476712430516641
3,2,2831,6952,0.0,-0.012124841222671249,-0.13579771035797863
24,3,1018,16693,0.0,-0.012124841222671249,-0.13579771035797863
31,22,12608,6894,0.0,-0.012124841222671249,-0.13579771035797863
31,28,19392,443,0.0,-0.012124841222671249,-0.13579771035797863
23,10,392,16886,0.0,0.01211760674696875,0.9471997134217985
29,10,14219,16886,0.0,0.01211760674696875,0.9471997134217985
10,2,480,6790,0.0,-0.01211428726186601,-0.13532618076606395
31,11,6885,11280,0.0,-0.01211428726186601,-0.13532618076606395
31,17,63,24818,0.0,-0.01211428726186601,-0.13532618076606395
31,31,19358,13772,0.25,0.26131772928033387,0.9468057826961086
31,5,24385,24010,0.0,0.012107052786163508,0.9467281839125573
28,24,21962,15061,0.0,0.012107052786163508,0.9467281839125573
17,4,19176,54,0.0,-0.012103733301060763,-0.13485465129474017
11,5,19440,21999,0.0,-0.012103733301060763,-0.13485465129474017
11,8,19440,7395,0.0,-0.012103733301060763,-0.13485465129474017
19,17,1706,908,0.0,-0.012103733301060763,-0.13485465129474017
31,25,13725,398,0.0,-0.012103733301060763,-0.13485465129474017
17,2,6637,2294,0.0,0.012096498825358267,0.9462566545238353
25,3,398,25532,0.0,0.012096498825358267,0.9462566545238353
22,19,14412,9513,0.0,0.012096498825358267,0.9462566545238353
10,1,141,8228,0.0,-0.012093179340255526,-0.1343831219439031
31,19,10439,19856,0.0,-0.012093179340255526,-0.1343831219439031
31,24,24385,15061,0.0,-0.012093179340255526,-0.1343831219439031
11,3,20318,16795,0.0,0.012085944864553024,0.9457851252555274
19,3,18679,16795,0.0,0.012085944864553024,0.9457851252555274
10045,19,789,25222,0.0,0.012085944864553024,0.9457851252555274
31,10,13725,6825,0.0,-0.012082625379450282,-0.1339115927134466
25,10,3016,480,0.0,-0.012082625379450282,-0.1339115927134466
17,11,18645,6244,0.0,-0.012082625379450282,-0.1339115927134466
31,22,10372,6894,0.0,-0.012082625379450282,-0.1339115927134466
17,4,19176,17240,0.0,0.012075390903747785,0.9453135961075289
17,1,10418,17008,0.0,-0.01207207141864504,-0.13344006360326627
8,3,109,16693,0.0,-0.01207207141864504,-0.13344006360326627
17,8,6932,12043,0.0,-0.01207207141864504,-0.13344006360326627
28,8,21962,5226,0.0,-0.01207207141864504,-0.13344006360326627
10014,31,186,12608,0.0,-0.01207207141864504,-0.13344006360326627
22,5,18921,24010,0.0,0.01206483694294254,0.9448420670797336
27,17,10069,24818,0.0,0.01206483694294254,0.9448420670797336
31,22,10372,6208,0.0,-0.0120615174578398,-0.13296853461325675
31,31,63,14586,0.0,-0.0120615174578398,-0.13296853461325675
19,1,25222,8228,0.0,0.0120542829821373,0.9443705381720376
11,3,6244,21688,0.0,0.0120542829821373,0.9443705381720376
31,11,1365,18979,0.0,0.0120542829821373,0.9443705381720376
10033,23,333,5586,0.0,0.0120542829821373,0.9443705381720376
31,28,4257,9782,0.0,0.0120542829821373,0.9443705381720376
11,8,6244,7395,0.0,-0.012050963497034559,-0.13249700574331294
28,17,15617,24818,0.0,-0.012050963497034559,-0.13249700574331294
31,17,14586,908,0.0,-0.012050963497034559,-0.13249700574331294
31,22,10372,24468,0.0,-0.012050963497034559,-0.13249700574331294
31,23,16785,743,0.0,-0.012050963497034559,-0.13249700574331294
31,24,23058,394,0.0,-0.012050963497034559,-0.13249700574331294
3,1,2039,16,0.0,0.012043729021332062,0.9438990093843352
10006,31,66,17673,0.0,0.012043729021332062,0.9438990093843352
3,3,2039,4521,0.25,0.2612544055155024,0.9437697494739216
27,1,17951,8228,0.0,-0.012040409536229316,-0.1320254769933296
23,3,25566,25532,0.0,-0.012040409536229316,-0.1320254769933296
17,3,24818,17445,0.0,-0.012040409536229316,-0.1320254769933296
17,17,7098,20334,0.0625,0.05050236219563251,-0.13181180468197792
19,19,23699,14432,0.0625,0.05050236219563251,-0.13181180468197792
31,31,15802,19358,0.0625,0.05050236219563251,-0.13181180468197792
10045,25,789,22041,0.0,0.012033175060526816,0.943427480716521
27,23,11621,25256,0.0,-0.012029855575424072,-0.13155394836320164
25,23,3094,18496,0.0,-0.012029855575424072,-0.13155394836320164
31,3,5777,39,0.0,0.012022621099721575,0.9429559521684904
22,4,6208,54,0.0,0.012022621099721575,0.9429559521684904
31,22,27017,14412,0.0,0.012022621099721575,0.9429559521684904
19,1,26591,16,0.0,-0.012019301614618833,-0.13108241985282434
22,1,18921,8228,0.0,-0.012019301614618833,-0.13108241985282434
25,1,22711,9218,0.0,-0.012019301614618833,-0.13108241985282434
22,19,14412,352,0.0,-0.012019301614618833,-0.13108241985282434
24,19,15061,16617,0.0,-0.012019301614618833,-0.13108241985282434
10014,22,186,2381,0.0,-0.012019301614618833,-0.13108241985282434
31,31,26007,14586,0.0,-0.012019301614618833,-0.13108241985282434
31,1,26817,3226,0.0,0.012012067138916333,0.942484423740138
29,2,14640,6952,0.0,0.012012067138916333,0.942484423740138
24,2,394,6790,0.0,0.012012067138916333,0.942484423740138
10033,2,333,6952,0.0,-0.01200874765381359,-0.13061089146209204
10006,10,66,16886,0.0,-0.01200874765381359,-0.13061089146209204
14,11,4078,21515,0.0,-0.01200874765381359,-0.13061089146209204
17,11,19176,21515,0.0,-0.01200874765381359,-0.13061089146209204
31,24,19392,13575,0.0,-0.01200874765381359,-0.13061089146209204
31,31,24938,23058,0.0,-0.01200874765381359,-0.13061089146209204
17,1,12785,16,0.0,-0.01199819369300835,-0.1301393631908999
17,1,20334,17008,0.0,-0.01199819369300835,-0.1301393631908999
31,19,1365,8344,0.0,-0.01199819369300835,-0.1301393631908999
27,22,17951,23690,0.0,-0.01199819369300835,-0.1301393631908999
8,2,7395,29,0.0,-0.011987639732203108,-0.12966783503914273
17,2,11879,14695,0.0,-0.011987639732203108,-0.12966783503914273
31,14,13725,16636,0.0,-0.011987639732203108,-0.12966783503914273
19,17,2145,24818,0.0,-0.011987639732203108,-0.12966783503914273
19,11,13367,19440,0.0,0.011980405256500607,0.9410698391720994
31,17,26007,19275,0.0,0.011980405256500607,0.9410698391720994
10029,17,434,16612,0.0,0.011980405256500607,0.9410698391720994
29,11,548,12003,0.0,-0.011977085771397864,-0.12919630700671536
31,17,9277,12785,0.0,-0.011977085771397864,-0.12919630700671536
27,23,17951,18694,0.0,-0.011977085771397864,-0.12919630700671536
23,11,26274,14143,0.0,0.011969851295695368,0.940598311221409
24,17,1018,12785,0.0,0.011969851295695368,0.940598311221409
31,22,16785,14412,0.0,0.011969851295695368,0.940598311221409
31,14,6885,16636,0.0,-0.011966531810592625,-0.1287247790935129
31,17,4512,908,0.0,-0.011966531810592625,-0.1287247790935129
31,2,5777,3416,0.0,0.011959297334890127,0.9401267833898715
22,11,18921,18979,0.0,0.011959297334890127,0.9401267833898715
31,27,152,14123,0.0,0.011959297334890127,0.9401267833898715
17,11,24818,25910,0.0,-0.011955977849787384,-0.12825325129943005
31,24,26817,10817,0.0,-0.011955977849787384,-0.12825325129943005
28,3,21962,25532,0.0,0.011948743374084884,0.9396552556773813
10045,11,789,15898,0.0,0.011948743374084884,0.9396552556773813
25,23,3016,5586,0.0,0.011948743374084884,0.9396552556773813
23,3,18496,39,0.0,-0.011945423888982142,-0.12778172362436155
14,3,4078,21688,0.0,-0.011945423888982142,-0.12778172362436155
23,19,18496,26591,0.0,-0.011945423888982142,-0.12778172362436155
19,3,9513,25532,0.0,0.01193818941327964,0.9391837280838334
11,4,182,5072,0.0,0.01193818941327964,0.9391837280838334
31,14,18037,4078,0.0,0.01193818941327964,0.9391837280838334
25,1,5299,16,0.0,-0.011934869928176899,-0.12731019606820243
23,3,743,4521,0.0,-0.011934869928176899,-0.12731019606820243
31,5,14705,21999,0.0,-0.011934869928176899,-0.12731019606820243
28,11,443,20318,0.0,-0.011934869928176899,-0.12731019606820243
31,11,14586,25910,0.0,-0.011934869928176899,-0.12731019606820243
29,11,548,18979,0.0,-0.011934869928176899,-0.12731019606820243
31,17,16139,19235,0.0,-0.011934869928176899,-0.12731019606820243
3,3,26294,8366,0.125,0.13672822197445655,0.9389141133098452
10006,2,66,3916,0.0,0.0119276354524744,0.9387122006091233
17,3,1649,16693,0.0,0.0119276354524744,0.9387122006091233
19,17,16617,19235,0.0,0.0119276354524744,0.9387122006091233
10027,31,374,10439,0.0,0.0119276354524744,0.9387122006091233
17,2,26856,17893,0.0,0.01191708149166916,0.9382406732531451
17,11,12785,4117,0.0,0.01191708149166916,0.9382406732531451
17,11,19275,12003,0.0,0.01191708149166916,0.9382406732531451
22,22,24468,23690,0.0,0.01191708149166916,0.9382406732531451
10029,19,434,25222,0.0,-0.011913762006566417,-0.12636714131219207
11,3,7670,25532,0.0,0.011906527530863917,0.937769146015794
24,11,22156,21515,0.0,0.011906527530863917,0.937769146015794
22,11,18921,14143,0.0,0.011906527530863917,0.937769146015794
10029,31,434,24938,0.0,0.011906527530863917,0.937769146015794
17,2,26856,29,0.0,-0.011903208045761175,-0.12589561411213052
25,4,5299,54,0.0,-0.011903208045761175,-0.12589561411213052
31,10,21403,141,0.0,-0.011903208045761175,-0.12589561411213052
19,17,2500,19275,0.0,-0.011903208045761175,-0.12589561411213052
